policy_id,account_id,producer_id,policy_number,product_code,policy_status,effective_date,expiration_date,cancellation_date,cancellation_reason,updated_timestamp
1515,1515,1515,POL101515,COMM,CANCELLED,2023-04-26,2024-04-25,2023-10-23,Non-payment,2024-04-25 10:00:00
1516,1516,1516,POL101516,FIRE,ACTIVE,2023-04-27,2024-04-26,,,2024-04-26 10:00:00
1517,1517,1517,POL101517,MARINE,EXPIRED,2023-04-28,2024-04-27,,,2024-04-27 10:00:00
1518,1518,1518,POL101518,LIABILITY,CANCELLED,2023-04-29,2024-04-28,2023-10-26,Non-payment,2024-04-28 10:00:00
1519,1519,1519,POL101519,WORKCOMP,ACTIVE,2023-04-30,2024-04-29,,,2024-04-29 10:00:00
1520,1520,1520,POL101520,AUTO,EXPIRED,2023-05-01,2024-04-30,,,2024-04-30 10:00:00
1521,1521,1521,POL101521,HOME,CANCELLED,2023-05-02,2024-05-01,2023-10-29,Customer Request,2024-05-01 10:00:00
1522,1522,1522,POL101522,COMM,ACTIVE,2023-05-03,2024-05-02,,,2024-05-02 10:00:00
1523,1523,1523,POL101523,FIRE,EXPIRED,2023-05-04,2024-05-03,,,2024-05-03 10:00:00
1524,1524,1524,POL101524,MARINE,CANCELLED,2023-05-05,2024-05-04,2023-11-01,Customer Request,2024-05-04 10:00:00
1525,1525,1525,POL101525,LIABILITY,ACTIVE,2023-05-06,2024-05-05,,,2024-05-05 10:00:00
1526,1526,1526,POL101526,WORKCOMP,EXPIRED,2023-05-07,2024-05-06,,,2024-05-06 10:00:00
1527,1527,1527,POL101527,AUTO,CANCELLED,2023-05-08,2024-05-07,2023-11-04,Customer Request,2024-05-07 10:00:00
1528,1528,1528,POL101528,HOME,ACTIVE,2023-05-09,2024-05-08,,,2024-05-08 10:00:00
1529,1529,1529,POL101529,COMM,EXPIRED,2023-05-10,2024-05-09,,,2024-05-09 10:00:00
1530,1530,1530,POL101530,FIRE,CANCELLED,2023-05-11,2024-05-10,2023-11-07,Non-payment,2024-05-10 10:00:00
1531,1531,1531,POL101531,MARINE,ACTIVE,2023-05-12,2024-05-11,,,2024-05-11 10:00:00
1532,1532,1532,POL101532,LIABILITY,EXPIRED,2023-05-13,2024-05-12,,,2024-05-12 10:00:00
1533,1533,1533,POL101533,WORKCOMP,CANCELLED,2023-05-14,2024-05-13,2023-11-10,Non-payment,2024-05-13 10:00:00
1534,1534,1534,POL101534,AUTO,ACTIVE,2023-05-15,2024-05-14,,,2024-05-14 10:00:00
1535,1535,1535,POL101535,HOME,EXPIRED,2023-05-16,2024-05-15,,,2024-05-15 10:00:00
1536,1536,1536,POL101536,COMM,CANCELLED,2023-05-17,2024-05-16,2023-11-13,Non-payment,2024-05-16 10:00:00
1537,1537,1537,POL101537,FIRE,ACTIVE,2023-05-18,2024-05-17,,,2024-05-17 10:00:00
1538,1538,1538,POL101538,MARINE,EXPIRED,2023-05-19,2024-05-18,,,2024-05-18 10:00:00
1539,1539,1539,POL101539,LIABILITY,CANCELLED,2023-05-20,2024-05-19,2023-11-16,Underwriting Decision,2024-05-19 10:00:00
1540,1540,1540,POL101540,WORKCOMP,ACTIVE,2023-05-21,2024-05-20,,,2024-05-20 10:00:00
1541,1541,1541,POL101541,AUTO,EXPIRED,2023-05-22,2024-05-21,,,2024-05-21 10:00:00
1542,1542,1542,POL101542,HOME,CANCELLED,2023-05-23,2024-05-22,2023-11-19,Non-payment,2024-05-22 10:00:00
1543,1543,1543,POL101543,COMM,ACTIVE,2023-05-24,2024-05-23,,,2024-05-23 10:00:00
1544,1544,1544,POL101544,FIRE,EXPIRED,2023-05-25,2024-05-24,,,2024-05-24 10:00:00
1545,1545,1545,POL101545,MARINE,CANCELLED,2023-05-26,2024-05-25,2023-11-22,Customer Request,2024-05-25 10:00:00
1546,1546,1546,POL101546,LIABILITY,ACTIVE,2023-05-27,2024-05-26,,,2024-05-26 10:00:00
1547,1547,1547,POL101547,WORKCOMP,EXPIRED,2023-05-28,2024-05-27,,,2024-05-27 10:00:00
1548,1548,1548,POL101548,AUTO,CANCELLED,2023-05-29,2024-05-28,2023-11-25,Customer Request,2024-05-28 10:00:00
1549,1549,1549,POL101549,HOME,ACTIVE,2023-05-30,2024-05-29,,,2024-05-29 10:00:00
1550,1550,1550,POL101550,COMM,EXPIRED,2023-05-31,2024-05-30,,,2024-05-30 10:00:00
1551,1551,1551,POL101551,FIRE,CANCELLED,2023-06-01,2024-05-31,2023-11-28,Customer Request,2024-05-31 10:00:00
1552,1552,1552,POL101552,MARINE,ACTIVE,2023-06-02,2024-06-01,,,2024-06-01 10:00:00
1553,1553,1553,POL101553,LIABILITY,EXPIRED,2023-06-03,2024-06-02,,,2024-06-02 10:00:00
1554,1554,1554,POL101554,WORKCOMP,CANCELLED,2023-06-04,2024-06-03,2023-12-01,Non-payment,2024-06-03 10:00:00
1555,1555,1555,POL101555,AUTO,ACTIVE,2023-06-05,2024-06-04,,,2024-06-04 10:00:00
1556,1556,1556,POL101556,HOME,EXPIRED,2023-06-06,2024-06-05,,,2024-06-05 10:00:00
1557,1557,1557,POL101557,COMM,CANCELLED,2023-06-07,2024-06-06,2023-12-04,Customer Request,2024-06-06 10:00:00
1558,1558,1558,POL101558,FIRE,ACTIVE,2023-06-08,2024-06-07,,,2024-06-07 10:00:00
1559,1559,1559,POL101559,MARINE,EXPIRED,2023-06-09,2024-06-08,,,2024-06-08 10:00:00
1560,1560,1560,POL101560,LIABILITY,CANCELLED,2023-06-10,2024-06-09,2023-12-07,Customer Request,2024-06-09 10:00:00
1561,1561,1561,POL101561,WORKCOMP,ACTIVE,2023-06-11,2024-06-10,,,2024-06-10 10:00:00
1562,1562,1562,POL101562,AUTO,EXPIRED,2023-06-12,2024-06-11,,,2024-06-11 10:00:00
1563,1563,1563,POL101563,HOME,CANCELLED,2023-06-13,2024-06-12,2023-12-10,Underwriting Decision,2024-06-12 10:00:00
1564,1564,1564,POL101564,COMM,ACTIVE,2023-06-14,2024-06-13,,,2024-06-13 10:00:00
1565,1565,1565,POL101565,FIRE,EXPIRED,2023-06-15,2024-06-14,,,2024-06-14 10:00:00
1566,1566,1566,POL101566,MARINE,CANCELLED,2023-06-16,2024-06-15,2023-12-13,Underwriting Decision,2024-06-15 10:00:00
1567,1567,1567,POL101567,LIABILITY,ACTIVE,2023-06-17,2024-06-16,,,2024-06-16 10:00:00
1568,1568,1568,POL101568,WORKCOMP,EXPIRED,2023-06-18,2024-06-17,,,2024-06-17 10:00:00
1569,1569,1569,POL101569,AUTO,CANCELLED,2023-06-19,2024-06-18,2023-12-16,Customer Request,2024-06-18 10:00:00
1570,1570,1570,POL101570,HOME,ACTIVE,2023-06-20,2024-06-19,,,2024-06-19 10:00:00
1571,1571,1571,POL101571,COMM,EXPIRED,2023-06-21,2024-06-20,,,2024-06-20 10:00:00
1572,1572,1572,POL101572,FIRE,CANCELLED,2023-06-22,2024-06-21,2023-12-19,Underwriting Decision,2024-06-21 10:00:00
1573,1573,1573,POL101573,MARINE,ACTIVE,2023-06-23,2024-06-22,,,2024-06-22 10:00:00
1574,1574,1574,POL101574,LIABILITY,EXPIRED,2023-06-24,2024-06-23,,,2024-06-23 10:00:00
1575,1575,1575,POL101575,WORKCOMP,CANCELLED,2023-06-25,2024-06-24,2023-12-22,Underwriting Decision,2024-06-24 10:00:00
1576,1576,1576,POL101576,AUTO,ACTIVE,2023-06-26,2024-06-25,,,2024-06-25 10:00:00
1577,1577,1577,POL101577,HOME,EXPIRED,2023-06-27,2024-06-26,,,2024-06-26 10:00:00
1578,1578,1578,POL101578,COMM,CANCELLED,2023-06-28,2024-06-27,2023-12-25,Customer Request,2024-06-27 10:00:00
1579,1579,1579,POL101579,FIRE,ACTIVE,2023-06-29,2024-06-28,,,2024-06-28 10:00:00
1580,1580,1580,POL101580,MARINE,EXPIRED,2023-06-30,2024-06-29,,,2024-06-29 10:00:00
1581,1581,1581,POL101581,LIABILITY,CANCELLED,2023-07-01,2024-06-30,2023-12-28,Non-payment,2024-06-30 10:00:00
1582,1582,1582,POL101582,WORKCOMP,ACTIVE,2023-07-02,2024-07-01,,,2024-07-01 10:00:00
1583,1583,1583,POL101583,AUTO,EXPIRED,2023-07-03,2024-07-02,,,2024-07-02 10:00:00
1584,1584,1584,POL101584,HOME,CANCELLED,2023-07-04,2024-07-03,2023-12-31,Non-payment,2024-07-03 10:00:00
1585,1585,1585,POL101585,COMM,ACTIVE,2023-07-05,2024-07-04,,,2024-07-04 10:00:00
1586,1586,1586,POL101586,FIRE,EXPIRED,2023-07-06,2024-07-05,,,2024-07-05 10:00:00
1587,1587,1587,POL101587,MARINE,CANCELLED,2023-07-07,2024-07-06,2024-01-03,Customer Request,2024-07-06 10:00:00
1588,1588,1588,POL101588,LIABILITY,ACTIVE,2023-07-08,2024-07-07,,,2024-07-07 10:00:00
1589,1589,1589,POL101589,WORKCOMP,EXPIRED,2023-07-09,2024-07-08,,,2024-07-08 10:00:00
1590,1590,1590,POL101590,AUTO,CANCELLED,2023-07-10,2024-07-09,2024-01-06,Non-payment,2024-07-09 10:00:00
1591,1591,1591,POL101591,HOME,ACTIVE,2023-07-11,2024-07-10,,,2024-07-10 10:00:00
1592,1592,1592,POL101592,COMM,EXPIRED,2023-07-12,2024-07-11,,,2024-07-11 10:00:00
1593,1593,1593,POL101593,FIRE,CANCELLED,2023-07-13,2024-07-12,2024-01-09,Underwriting Decision,2024-07-12 10:00:00
1594,1594,1594,POL101594,MARINE,ACTIVE,2023-07-14,2024-07-13,,,2024-07-13 10:00:00
1595,1595,1595,POL101595,LIABILITY,EXPIRED,2023-07-15,2024-07-14,,,2024-07-14 10:00:00
1596,1596,1596,POL101596,WORKCOMP,CANCELLED,2023-07-16,2024-07-15,2024-01-12,Customer Request,2024-07-15 10:00:00
1597,1597,1597,POL101597,AUTO,ACTIVE,2023-07-17,2024-07-16,,,2024-07-16 10:00:00
1598,1598,1598,POL101598,HOME,EXPIRED,2023-07-18,2024-07-17,,,2024-07-17 10:00:00
1599,1599,1599,POL101599,COMM,CANCELLED,2023-07-19,2024-07-18,2024-01-15,Non-payment,2024-07-18 10:00:00
1600,1600,1600,POL101600,FIRE,ACTIVE,2023-07-20,2024-07-19,,,2024-07-19 10:00:00
1601,1601,1601,POL101601,MARINE,EXPIRED,2023-07-21,2024-07-20,,,2024-07-20 10:00:00
1602,1602,1602,POL101602,LIABILITY,CANCELLED,2023-07-22,2024-07-21,2024-01-18,Non-payment,2024-07-21 10:00:00
1603,1603,1603,POL101603,WORKCOMP,ACTIVE,2023-07-23,2024-07-22,,,2024-07-22 10:00:00
1604,1604,1604,POL101604,AUTO,EXPIRED,2023-07-24,2024-07-23,,,2024-07-23 10:00:00
1605,1605,1605,POL101605,HOME,CANCELLED,2023-07-25,2024-07-24,2024-01-21,Underwriting Decision,2024-07-24 10:00:00
1606,1606,1606,POL101606,COMM,ACTIVE,2023-07-26,2024-07-25,,,2024-07-25 10:00:00
1607,1607,1607,POL101607,FIRE,EXPIRED,2023-07-27,2024-07-26,,,2024-07-26 10:00:00
1608,1608,1608,POL101608,MARINE,CANCELLED,2023-07-28,2024-07-27,2024-01-24,Customer Request,2024-07-27 10:00:00
1609,1609,1609,POL101609,LIABILITY,ACTIVE,2023-07-29,2024-07-28,,,2024-07-28 10:00:00
1610,1610,1610,POL101610,WORKCOMP,EXPIRED,2023-07-30,2024-07-29,,,2024-07-29 10:00:00
1611,1611,1611,POL101611,AUTO,CANCELLED,2023-07-31,2024-07-30,2024-01-27,Customer Request,2024-07-30 10:00:00
1612,1612,1612,POL101612,HOME,ACTIVE,2023-08-01,2024-07-31,,,2024-07-31 10:00:00
1613,1613,1613,POL101613,COMM,EXPIRED,2023-08-02,2024-08-01,,,2024-08-01 10:00:00
1614,1614,1614,POL101614,FIRE,CANCELLED,2023-08-03,2024-08-02,2024-01-30,Underwriting Decision,2024-08-02 10:00:00
1615,1615,1615,POL101615,MARINE,ACTIVE,2023-08-04,2024-08-03,,,2024-08-03 10:00:00
1616,1616,1616,POL101616,LIABILITY,EXPIRED,2023-08-05,2024-08-04,,,2024-08-04 10:00:00
1617,1617,1617,POL101617,WORKCOMP,CANCELLED,2023-08-06,2024-08-05,2024-02-02,Customer Request,2024-08-05 10:00:00
1618,1618,1618,POL101618,AUTO,ACTIVE,2023-08-07,2024-08-06,,,2024-08-06 10:00:00
1619,1619,1619,POL101619,HOME,EXPIRED,2023-08-08,2024-08-07,,,2024-08-07 10:00:00
1620,1620,1620,POL101620,COMM,CANCELLED,2023-08-09,2024-08-08,2024-02-05,Customer Request,2024-08-08 10:00:00
1621,1621,1621,POL101621,FIRE,ACTIVE,2023-08-10,2024-08-09,,,2024-08-09 10:00:00
1622,1622,1622,POL101622,MARINE,EXPIRED,2023-08-11,2024-08-10,,,2024-08-10 10:00:00
1623,1623,1623,POL101623,LIABILITY,CANCELLED,2023-08-12,2024-08-11,2024-02-08,Underwriting Decision,2024-08-11 10:00:00
1624,1624,1624,POL101624,WORKCOMP,ACTIVE,2023-08-13,2024-08-12,,,2024-08-12 10:00:00
1625,1625,1625,POL101625,AUTO,EXPIRED,2023-08-14,2024-08-13,,,2024-08-13 10:00:00
1626,1626,1626,POL101626,HOME,CANCELLED,2023-08-15,2024-08-14,2024-02-11,Underwriting Decision,2024-08-14 10:00:00
1627,1627,1627,POL101627,COMM,ACTIVE,2023-08-16,2024-08-15,,,2024-08-15 10:00:00
1628,1628,1628,POL101628,FIRE,EXPIRED,2023-08-17,2024-08-16,,,2024-08-16 10:00:00
1629,1629,1629,POL101629,MARINE,CANCELLED,2023-08-18,2024-08-17,2024-02-14,Non-payment,2024-08-17 10:00:00
1630,1630,1630,POL101630,LIABILITY,ACTIVE,2023-08-19,2024-08-18,,,2024-08-18 10:00:00
1631,1631,1631,POL101631,WORKCOMP,EXPIRED,2023-08-20,2024-08-19,,,2024-08-19 10:00:00
1632,1632,1632,POL101632,AUTO,CANCELLED,2023-08-21,2024-08-20,2024-02-17,Customer Request,2024-08-20 10:00:00
1633,1633,1633,POL101633,HOME,ACTIVE,2023-08-22,2024-08-21,,,2024-08-21 10:00:00
1634,1634,1634,POL101634,COMM,EXPIRED,2023-08-23,2024-08-22,,,2024-08-22 10:00:00
1635,1635,1635,POL101635,FIRE,CANCELLED,2023-08-24,2024-08-23,2024-02-20,Underwriting Decision,2024-08-23 10:00:00
1636,1636,1636,POL101636,MARINE,ACTIVE,2023-08-25,2024-08-24,,,2024-08-24 10:00:00
1637,1637,1637,POL101637,LIABILITY,EXPIRED,2023-08-26,2024-08-25,,,2024-08-25 10:00:00
1638,1638,1638,POL101638,WORKCOMP,CANCELLED,2023-08-27,2024-08-26,2024-02-23,Non-payment,2024-08-26 10:00:00
1639,1639,1639,POL101639,AUTO,ACTIVE,2023-08-28,2024-08-27,,,2024-08-27 10:00:00
1640,1640,1640,POL101640,HOME,EXPIRED,2023-08-29,2024-08-28,,,2024-08-28 10:00:00
1641,1641,1641,POL101641,COMM,CANCELLED,2023-08-30,2024-08-29,2024-02-26,Customer Request,2024-08-29 10:00:00
1642,1642,1642,POL101642,FIRE,ACTIVE,2023-08-31,2024-08-30,,,2024-08-30 10:00:00
1643,1643,1643,POL101643,MARINE,EXPIRED,2023-09-01,2024-08-31,,,2024-08-31 10:00:00
1644,1644,1644,POL101644,LIABILITY,CANCELLED,2023-09-02,2024-09-01,2024-02-29,Non-payment,2024-09-01 10:00:00
1645,1645,1645,POL101645,WORKCOMP,ACTIVE,2023-09-03,2024-09-02,,,2024-09-02 10:00:00
1646,1646,1646,POL101646,AUTO,EXPIRED,2023-09-04,2024-09-03,,,2024-09-03 10:00:00
1647,1647,1647,POL101647,HOME,CANCELLED,2023-09-05,2024-09-04,2024-03-03,Underwriting Decision,2024-09-04 10:00:00
1648,1648,1648,POL101648,COMM,ACTIVE,2023-09-06,2024-09-05,,,2024-09-05 10:00:00
1649,1649,1649,POL101649,FIRE,EXPIRED,2023-09-07,2024-09-06,,,2024-09-06 10:00:00
1650,1650,1650,POL101650,MARINE,CANCELLED,2023-09-08,2024-09-07,2024-03-06,Customer Request,2024-09-07 10:00:00
1651,1651,1651,POL101651,LIABILITY,ACTIVE,2023-09-09,2024-09-08,,,2024-09-08 10:00:00
1652,1652,1652,POL101652,WORKCOMP,EXPIRED,2023-09-10,2024-09-09,,,2024-09-09 10:00:00
1653,1653,1653,POL101653,AUTO,CANCELLED,2023-09-11,2024-09-10,2024-03-09,Non-payment,2024-09-10 10:00:00
1654,1654,1654,POL101654,HOME,ACTIVE,2023-09-12,2024-09-11,,,2024-09-11 10:00:00
1655,1655,1655,POL101655,COMM,EXPIRED,2023-09-13,2024-09-12,,,2024-09-12 10:00:00
1656,1656,1656,POL101656,FIRE,CANCELLED,2023-09-14,2024-09-13,2024-03-12,Underwriting Decision,2024-09-13 10:00:00
1657,1657,1657,POL101657,MARINE,ACTIVE,2023-09-15,2024-09-14,,,2024-09-14 10:00:00
1658,1658,1658,POL101658,LIABILITY,EXPIRED,2023-09-16,2024-09-15,,,2024-09-15 10:00:00
1659,1659,1659,POL101659,WORKCOMP,CANCELLED,2023-09-17,2024-09-16,2024-03-15,Underwriting Decision,2024-09-16 10:00:00
1660,1660,1660,POL101660,AUTO,ACTIVE,2023-09-18,2024-09-17,,,2024-09-17 10:00:00
1661,1661,1661,POL101661,HOME,EXPIRED,2023-09-19,2024-09-18,,,2024-09-18 10:00:00
1662,1662,1662,POL101662,COMM,CANCELLED,2023-09-20,2024-09-19,2024-03-18,Underwriting Decision,2024-09-19 10:00:00
1663,1663,1663,POL101663,FIRE,ACTIVE,2023-09-21,2024-09-20,,,2024-09-20 10:00:00
1664,1664,1664,POL101664,MARINE,EXPIRED,2023-09-22,2024-09-21,,,2024-09-21 10:00:00
1665,1665,1665,POL101665,LIABILITY,CANCELLED,2023-09-23,2024-09-22,2024-03-21,Underwriting Decision,2024-09-22 10:00:00
1666,1666,1666,POL101666,WORKCOMP,ACTIVE,2023-09-24,2024-09-23,,,2024-09-23 10:00:00
1667,1667,1667,POL101667,AUTO,EXPIRED,2023-09-25,2024-09-24,,,2024-09-24 10:00:00
1668,1668,1668,POL101668,HOME,CANCELLED,2023-09-26,2024-09-25,2024-03-24,Underwriting Decision,2024-09-25 10:00:00
1669,1669,1669,POL101669,COMM,ACTIVE,2023-09-27,2024-09-26,,,2024-09-26 10:00:00
1670,1670,1670,POL101670,FIRE,EXPIRED,2023-09-28,2024-09-27,,,2024-09-27 10:00:00
1671,1671,1671,POL101671,MARINE,CANCELLED,2023-09-29,2024-09-28,2024-03-27,Underwriting Decision,2024-09-28 10:00:00
1672,1672,1672,POL101672,LIABILITY,ACTIVE,2023-09-30,2024-09-29,,,2024-09-29 10:00:00
1673,1673,1673,POL101673,WORKCOMP,EXPIRED,2023-10-01,2024-09-30,,,2024-09-30 10:00:00
1674,1674,1674,POL101674,AUTO,CANCELLED,2023-10-02,2024-10-01,2024-03-30,Underwriting Decision,2024-10-01 10:00:00
1675,1675,1675,POL101675,HOME,ACTIVE,2023-10-03,2024-10-02,,,2024-10-02 10:00:00
1676,1676,1676,POL101676,COMM,EXPIRED,2023-10-04,2024-10-03,,,2024-10-03 10:00:00
1677,1677,1677,POL101677,FIRE,CANCELLED,2023-10-05,2024-10-04,2024-04-02,Non-payment,2024-10-04 10:00:00
1678,1678,1678,POL101678,MARINE,ACTIVE,2023-10-06,2024-10-05,,,2024-10-05 10:00:00
1679,1679,1679,POL101679,LIABILITY,EXPIRED,2023-10-07,2024-10-06,,,2024-10-06 10:00:00
1680,1680,1680,POL101680,WORKCOMP,CANCELLED,2023-10-08,2024-10-07,2024-04-05,Customer Request,2024-10-07 10:00:00
1681,1681,1681,POL101681,AUTO,ACTIVE,2023-10-09,2024-10-08,,,2024-10-08 10:00:00
1682,1682,1682,POL101682,HOME,EXPIRED,2023-10-10,2024-10-09,,,2024-10-09 10:00:00
1683,1683,1683,POL101683,COMM,CANCELLED,2023-10-11,2024-10-10,2024-04-08,Customer Request,2024-10-10 10:00:00
1684,1684,1684,POL101684,FIRE,ACTIVE,2023-10-12,2024-10-11,,,2024-10-11 10:00:00
1685,1685,1685,POL101685,MARINE,EXPIRED,2023-10-13,2024-10-12,,,2024-10-12 10:00:00
1686,1686,1686,POL101686,LIABILITY,CANCELLED,2023-10-14,2024-10-13,2024-04-11,Non-payment,2024-10-13 10:00:00
1687,1687,1687,POL101687,WORKCOMP,ACTIVE,2023-10-15,2024-10-14,,,2024-10-14 10:00:00
1688,1688,1688,POL101688,AUTO,EXPIRED,2023-10-16,2024-10-15,,,2024-10-15 10:00:00
1689,1689,1689,POL101689,HOME,CANCELLED,2023-10-17,2024-10-16,2024-04-14,Underwriting Decision,2024-10-16 10:00:00
1690,1690,1690,POL101690,COMM,ACTIVE,2023-10-18,2024-10-17,,,2024-10-17 10:00:00
1691,1691,1691,POL101691,FIRE,EXPIRED,2023-10-19,2024-10-18,,,2024-10-18 10:00:00
1692,1692,1692,POL101692,MARINE,CANCELLED,2023-10-20,2024-10-19,2024-04-17,Customer Request,2024-10-19 10:00:00
1693,1693,1693,POL101693,LIABILITY,ACTIVE,2023-10-21,2024-10-20,,,2024-10-20 10:00:00
1694,1694,1694,POL101694,WORKCOMP,EXPIRED,2023-10-22,2024-10-21,,,2024-10-21 10:00:00
1695,1695,1695,POL101695,AUTO,CANCELLED,2023-10-23,2024-10-22,2024-04-20,Underwriting Decision,2024-10-22 10:00:00
1696,1696,1696,POL101696,HOME,ACTIVE,2023-10-24,2024-10-23,,,2024-10-23 10:00:00
1697,1697,1697,POL101697,COMM,EXPIRED,2023-10-25,2024-10-24,,,2024-10-24 10:00:00
1698,1698,1698,POL101698,FIRE,CANCELLED,2023-10-26,2024-10-25,2024-04-23,Customer Request,2024-10-25 10:00:00
1699,1699,1699,POL101699,MARINE,ACTIVE,2023-10-27,2024-10-26,,,2024-10-26 10:00:00
1700,1700,1700,POL101700,LIABILITY,EXPIRED,2023-10-28,2024-10-27,,,2024-10-27 10:00:00
1701,1701,1701,POL101701,WORKCOMP,CANCELLED,2023-10-29,2024-10-28,2024-04-26,Underwriting Decision,2024-10-28 10:00:00
1702,1702,1702,POL101702,AUTO,ACTIVE,2023-10-30,2024-10-29,,,2024-10-29 10:00:00
1703,1703,1703,POL101703,HOME,EXPIRED,2023-10-31,2024-10-30,,,2024-10-30 10:00:00
1704,1704,1704,POL101704,COMM,CANCELLED,2023-11-01,2024-10-31,2024-04-29,Non-payment,2024-10-31 10:00:00
1705,1705,1705,POL101705,FIRE,ACTIVE,2023-11-02,2024-11-01,,,2024-11-01 10:00:00
1706,1706,1706,POL101706,MARINE,EXPIRED,2023-11-03,2024-11-02,,,2024-11-02 10:00:00
1707,1707,1707,POL101707,LIABILITY,CANCELLED,2023-11-04,2024-11-03,2024-05-02,Underwriting Decision,2024-11-03 10:00:00
1708,1708,1708,POL101708,WORKCOMP,ACTIVE,2023-11-05,2024-11-04,,,2024-11-04 10:00:00
1709,1709,1709,POL101709,AUTO,EXPIRED,2023-11-06,2024-11-05,,,2024-11-05 10:00:00
1710,1710,1710,POL101710,HOME,CANCELLED,2023-11-07,2024-11-06,2024-05-05,Customer Request,2024-11-06 10:00:00
1711,1711,1711,POL101711,COMM,ACTIVE,2023-11-08,2024-11-07,,,2024-11-07 10:00:00
1712,1712,1712,POL101712,FIRE,EXPIRED,2023-11-09,2024-11-08,,,2024-11-08 10:00:00
1713,1713,1713,POL101713,MARINE,CANCELLED,2023-11-10,2024-11-09,2024-05-08,Underwriting Decision,2024-11-09 10:00:00
1714,1714,1714,POL101714,LIABILITY,ACTIVE,2023-11-11,2024-11-10,,,2024-11-10 10:00:00
1715,1715,1715,POL101715,WORKCOMP,EXPIRED,2023-11-12,2024-11-11,,,2024-11-11 10:00:00
1716,1716,1716,POL101716,AUTO,CANCELLED,2023-11-13,2024-11-12,2024-05-11,Customer Request,2024-11-12 10:00:00
1717,1717,1717,POL101717,HOME,ACTIVE,2023-11-14,2024-11-13,,,2024-11-13 10:00:00
1718,1718,1718,POL101718,COMM,EXPIRED,2023-11-15,2024-11-14,,,2024-11-14 10:00:00
1719,1719,1719,POL101719,FIRE,CANCELLED,2023-11-16,2024-11-15,2024-05-14,Underwriting Decision,2024-11-15 10:00:00
1720,1720,1720,POL101720,MARINE,ACTIVE,2023-11-17,2024-11-16,,,2024-11-16 10:00:00
1721,1721,1721,POL101721,LIABILITY,EXPIRED,2023-11-18,2024-11-17,,,2024-11-17 10:00:00
1722,1722,1722,POL101722,WORKCOMP,CANCELLED,2023-11-19,2024-11-18,2024-05-17,Customer Request,2024-11-18 10:00:00
1723,1723,1723,POL101723,AUTO,ACTIVE,2023-11-20,2024-11-19,,,2024-11-19 10:00:00
1724,1724,1724,POL101724,HOME,EXPIRED,2023-11-21,2024-11-20,,,2024-11-20 10:00:00
1725,1725,1725,POL101725,COMM,CANCELLED,2023-11-22,2024-11-21,2024-05-20,Customer Request,2024-11-21 10:00:00
1726,1726,1726,POL101726,FIRE,ACTIVE,2023-11-23,2024-11-22,,,2024-11-22 10:00:00
1727,1727,1727,POL101727,MARINE,EXPIRED,2023-11-24,2024-11-23,,,2024-11-23 10:00:00
1728,1728,1728,POL101728,LIABILITY,CANCELLED,2023-11-25,2024-11-24,2024-05-23,Customer Request,2024-11-24 10:00:00
1729,1729,1729,POL101729,WORKCOMP,ACTIVE,2023-11-26,2024-11-25,,,2024-11-25 10:00:00
1730,1730,1730,POL101730,AUTO,EXPIRED,2023-11-27,2024-11-26,,,2024-11-26 10:00:00
1731,1731,1731,POL101731,HOME,CANCELLED,2023-11-28,2024-11-27,2024-05-26,Underwriting Decision,2024-11-27 10:00:00
1732,1732,1732,POL101732,COMM,ACTIVE,2023-11-29,2024-11-28,,,2024-11-28 10:00:00
1733,1733,1733,POL101733,FIRE,EXPIRED,2023-11-30,2024-11-29,,,2024-11-29 10:00:00
1734,1734,1734,POL101734,MARINE,CANCELLED,2023-12-01,2024-11-30,2024-05-29,Customer Request,2024-11-30 10:00:00
1735,1735,1735,POL101735,LIABILITY,ACTIVE,2023-12-02,2024-12-01,,,2024-12-01 10:00:00
1736,1736,1736,POL101736,WORKCOMP,EXPIRED,2023-12-03,2024-12-02,,,2024-12-02 10:00:00
1737,1737,1737,POL101737,AUTO,CANCELLED,2023-12-04,2024-12-03,2024-06-01,Underwriting Decision,2024-12-03 10:00:00
1738,1738,1738,POL101738,HOME,ACTIVE,2023-12-05,2024-12-04,,,2024-12-04 10:00:00
1739,1739,1739,POL101739,COMM,EXPIRED,2023-12-06,2024-12-05,,,2024-12-05 10:00:00
1740,1740,1740,POL101740,FIRE,CANCELLED,2023-12-07,2024-12-06,2024-06-04,Non-payment,2024-12-06 10:00:00
1741,1741,1741,POL101741,MARINE,ACTIVE,2023-12-08,2024-12-07,,,2024-12-07 10:00:00
1742,1742,1742,POL101742,LIABILITY,EXPIRED,2023-12-09,2024-12-08,,,2024-12-08 10:00:00
1743,1743,1743,POL101743,WORKCOMP,CANCELLED,2023-12-10,2024-12-09,2024-06-07,Non-payment,2024-12-09 10:00:00
1744,1744,1744,POL101744,AUTO,ACTIVE,2023-12-11,2024-12-10,,,2024-12-10 10:00:00
1745,1745,1745,POL101745,HOME,EXPIRED,2023-12-12,2024-12-11,,,2024-12-11 10:00:00
1746,1746,1746,POL101746,COMM,CANCELLED,2023-12-13,2024-12-12,2024-06-10,Customer Request,2024-12-12 10:00:00
1747,1747,1747,POL101747,FIRE,ACTIVE,2023-12-14,2024-12-13,,,2024-12-13 10:00:00
1748,1748,1748,POL101748,MARINE,EXPIRED,2023-12-15,2024-12-14,,,2024-12-14 10:00:00
